,Date,Unnamed: 0,Year,Week,air force,alabama,app state,arizona,arizona state,arkansas,arkansas state,army,auburn,ball state,baylor,boise state,boston college,buffalo,byu,california,cincinnati,clemson,coastal carolina,colorado,colorado state,duke,east carolina,florida,florida atlantic,florida state,fresno state,georgia,georgia southern,georgia tech,hawai'i,houston,illinois,indiana,iowa,iowa state,james madison,kansas,kansas state,kentucky,liberty,louisiana,louisiana tech,louisville,lsu,marshall,maryland,memphis,miami,miami (oh),michigan,michigan state,minnesota,mississippi state,missouri,navy,nc state,nebraska,nevada,new mexico state,north carolina,north texas,northern illinois,northwestern,notre dame,ohio,ohio state,oklahoma,oklahoma state,ole miss,oregon,oregon state,penn state,pittsburgh,purdue,rutgers,san diego state,san josé state,smu,south alabama,south carolina,south florida,stanford,syracuse,tcu,temple,tennessee,texas,texas a&m,texas state,texas tech,toledo,troy,tulane,tulsa,uab,ucf,ucla,unlv,usc,utah,utah state,utsa,vanderbilt,virginia,virginia tech,wake forest,washington,washington state,west virginia,western michigan,wisconsin,wyoming,Total_Points
645,2019-05-21,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
646,2019-05-22,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
647,2019-05-23,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
648,2019-05-24,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
649,2019-05-25,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
650,2019-05-26,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
651,2019-05-27,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
652,2019-05-28,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
653,2019-05-29,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
654,2019-05-30,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
655,2019-05-31,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
656,2019-06-01,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
657,2019-06-02,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
658,2019-06-03,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
659,2019-06-04,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
660,2019-06-05,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
661,2019-06-06,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
662,2019-06-07,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
663,2019-06-08,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
664,2019-06-09,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
665,2019-06-10,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
666,2019-06-11,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
667,2019-06-12,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
668,2019-06-13,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
669,2019-06-14,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
670,2019-06-15,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
671,2019-06-16,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
672,2019-06-17,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
673,2019-06-18,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
674,2019-06-19,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
675,2019-06-20,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
676,2019-06-21,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
677,2019-06-22,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
678,2019-06-23,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
679,2019-06-24,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
680,2019-06-25,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
681,2019-06-26,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
682,2019-06-27,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
683,2019-06-28,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
684,2019-06-29,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
685,2019-06-30,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
686,2019-07-01,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
687,2019-07-02,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
688,2019-07-03,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
689,2019-07-04,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
690,2019-07-05,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
691,2019-07-06,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
692,2019-07-07,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
693,2019-07-08,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
694,2019-07-09,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
695,2019-07-10,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
696,2019-07-11,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
697,2019-07-12,31,2018,16,0,1462,96,0,0,0,0,418,15,0,0,184,0,0,0,0,171,1525,0,0,0,0,0,1103,0,0,466,1103,6,0,0,0,0,0,120,26,0,0,0,820,0,0,0,0,1119,0,0,0,0,0,745,0,0,45,10,0,2,0,0,0,0,0,0,284,1286,0,1364,1356,3,0,11,0,492,0,0,0,0,0,0,0,0,0,52,683,0,0,0,1076,552,0,0,0,6,0,0,32,898,0,0,0,43,188,0,0,0,0,0,806,959,296,0,2,0,19825
