,Date,Conference,Conference_Total_Votes,Total_Daily_Votes,Conference_Share,Team_Count,Conference_Share_Per_Team
1666,2018-01-12,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1667,2018-01-12,Mid-American,0,19825,0.0,12,0.0
1668,2018-01-12,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1669,2018-01-12,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1670,2018-01-12,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1671,2018-01-12,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1672,2018-01-13,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1673,2018-01-13,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1674,2018-01-13,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1675,2018-01-13,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1676,2018-01-13,Conference USA,0,19825,0.0,10,0.0
1677,2018-01-13,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1678,2018-01-13,Mid-American,0,19825,0.0,12,0.0
1679,2018-01-13,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1680,2018-01-13,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1681,2018-01-13,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1682,2018-01-13,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1683,2018-01-14,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1684,2018-01-14,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1685,2018-01-14,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1686,2018-01-14,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1687,2018-01-14,Conference USA,0,19825,0.0,10,0.0
1688,2018-01-14,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1689,2018-01-14,Mid-American,0,19825,0.0,12,0.0
1690,2018-01-14,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1691,2018-01-14,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1692,2018-01-14,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1693,2018-01-14,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1694,2018-01-15,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1695,2018-01-15,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1696,2018-01-15,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1697,2018-01-15,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1698,2018-01-15,Conference USA,0,19825,0.0,10,0.0
1699,2018-01-15,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1700,2018-01-15,Mid-American,0,19825,0.0,12,0.0
1701,2018-01-15,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1702,2018-01-15,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1703,2018-01-15,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1704,2018-01-15,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1705,2018-01-16,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1706,2018-01-16,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1707,2018-01-16,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1708,2018-01-16,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1709,2018-01-16,Conference USA,0,19825,0.0,10,0.0
1710,2018-01-16,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1711,2018-01-16,Mid-American,0,19825,0.0,12,0.0
1712,2018-01-16,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1713,2018-01-16,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1714,2018-01-16,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1715,2018-01-16,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1716,2018-01-17,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1717,2018-01-17,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1718,2018-01-17,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1719,2018-01-17,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1720,2018-01-17,Conference USA,0,19825,0.0,10,0.0
1721,2018-01-17,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1722,2018-01-17,Mid-American,0,19825,0.0,12,0.0
1723,2018-01-17,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1724,2018-01-17,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1725,2018-01-17,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1726,2018-01-17,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1727,2018-01-18,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1728,2018-01-18,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1729,2018-01-18,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1730,2018-01-18,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1731,2018-01-18,Conference USA,0,19825,0.0,10,0.0
1732,2018-01-18,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1733,2018-01-18,Mid-American,0,19825,0.0,12,0.0
1734,2018-01-18,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1735,2018-01-18,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1736,2018-01-18,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1737,2018-01-18,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1738,2018-01-19,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1739,2018-01-19,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1740,2018-01-19,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1741,2018-01-19,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1742,2018-01-19,Conference USA,0,19825,0.0,10,0.0
1743,2018-01-19,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1744,2018-01-19,Mid-American,0,19825,0.0,12,0.0
1745,2018-01-19,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1746,2018-01-19,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1747,2018-01-19,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1748,2018-01-19,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1749,2018-01-20,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1750,2018-01-20,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1751,2018-01-20,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1752,2018-01-20,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1753,2018-01-20,Conference USA,0,19825,0.0,10,0.0
1754,2018-01-20,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1755,2018-01-20,Mid-American,0,19825,0.0,12,0.0
1756,2018-01-20,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1757,2018-01-20,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1758,2018-01-20,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1759,2018-01-20,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1760,2018-01-21,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1761,2018-01-21,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1762,2018-01-21,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1763,2018-01-21,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1764,2018-01-21,Conference USA,0,19825,0.0,10,0.0
1765,2018-01-21,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1766,2018-01-21,Mid-American,0,19825,0.0,12,0.0
1767,2018-01-21,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1768,2018-01-21,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1769,2018-01-21,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1770,2018-01-21,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1771,2018-01-22,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1772,2018-01-22,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1773,2018-01-22,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1774,2018-01-22,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1775,2018-01-22,Conference USA,0,19825,0.0,10,0.0
1776,2018-01-22,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1777,2018-01-22,Mid-American,0,19825,0.0,12,0.0
1778,2018-01-22,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1779,2018-01-22,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1780,2018-01-22,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1781,2018-01-22,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1782,2018-01-23,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1783,2018-01-23,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1784,2018-01-23,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1785,2018-01-23,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1786,2018-01-23,Conference USA,0,19825,0.0,10,0.0
1787,2018-01-23,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1788,2018-01-23,Mid-American,0,19825,0.0,12,0.0
1789,2018-01-23,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1790,2018-01-23,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1791,2018-01-23,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1792,2018-01-23,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1793,2018-01-24,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1794,2018-01-24,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1795,2018-01-24,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1796,2018-01-24,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1797,2018-01-24,Conference USA,0,19825,0.0,10,0.0
1798,2018-01-24,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1799,2018-01-24,Mid-American,0,19825,0.0,12,0.0
1800,2018-01-24,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1801,2018-01-24,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1802,2018-01-24,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1803,2018-01-24,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1804,2018-01-25,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1805,2018-01-25,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1806,2018-01-25,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1807,2018-01-25,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1808,2018-01-25,Conference USA,0,19825,0.0,10,0.0
1809,2018-01-25,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1810,2018-01-25,Mid-American,0,19825,0.0,12,0.0
1811,2018-01-25,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1812,2018-01-25,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1813,2018-01-25,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1814,2018-01-25,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1815,2018-01-26,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1816,2018-01-26,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1817,2018-01-26,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1818,2018-01-26,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1819,2018-01-26,Conference USA,0,19825,0.0,10,0.0
1820,2018-01-26,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1821,2018-01-26,Mid-American,0,19825,0.0,12,0.0
1822,2018-01-26,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1823,2018-01-26,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1824,2018-01-26,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1825,2018-01-26,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1826,2018-01-27,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1827,2018-01-27,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1828,2018-01-27,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1829,2018-01-27,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1830,2018-01-27,Conference USA,0,19825,0.0,10,0.0
1831,2018-01-27,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1832,2018-01-27,Mid-American,0,19825,0.0,12,0.0
1833,2018-01-27,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1834,2018-01-27,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1835,2018-01-27,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1836,2018-01-27,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1837,2018-01-28,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1838,2018-01-28,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1839,2018-01-28,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1840,2018-01-28,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1841,2018-01-28,Conference USA,0,19825,0.0,10,0.0
1842,2018-01-28,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1843,2018-01-28,Mid-American,0,19825,0.0,12,0.0
1844,2018-01-28,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1845,2018-01-28,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1846,2018-01-28,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1847,2018-01-28,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1848,2018-01-29,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1849,2018-01-29,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1850,2018-01-29,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1851,2018-01-29,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1852,2018-01-29,Conference USA,0,19825,0.0,10,0.0
1853,2018-01-29,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1854,2018-01-29,Mid-American,0,19825,0.0,12,0.0
1855,2018-01-29,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1856,2018-01-29,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1857,2018-01-29,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1858,2018-01-29,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1859,2018-01-30,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1860,2018-01-30,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1861,2018-01-30,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1862,2018-01-30,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1863,2018-01-30,Conference USA,0,19825,0.0,10,0.0
1864,2018-01-30,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1865,2018-01-30,Mid-American,0,19825,0.0,12,0.0
1866,2018-01-30,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1867,2018-01-30,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1868,2018-01-30,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1869,2018-01-30,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1870,2018-01-31,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1871,2018-01-31,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1872,2018-01-31,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1873,2018-01-31,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1874,2018-01-31,Conference USA,0,19825,0.0,10,0.0
1875,2018-01-31,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1876,2018-01-31,Mid-American,0,19825,0.0,12,0.0
1877,2018-01-31,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1878,2018-01-31,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1879,2018-01-31,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1880,2018-01-31,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1881,2018-02-01,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1882,2018-02-01,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1883,2018-02-01,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1884,2018-02-01,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1885,2018-02-01,Conference USA,0,19825,0.0,10,0.0
1886,2018-02-01,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1887,2018-02-01,Mid-American,0,19825,0.0,12,0.0
1888,2018-02-01,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1889,2018-02-01,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1890,2018-02-01,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1891,2018-02-01,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1892,2018-02-02,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1893,2018-02-02,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1894,2018-02-02,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1895,2018-02-02,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1896,2018-02-02,Conference USA,0,19825,0.0,10,0.0
1897,2018-02-02,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1898,2018-02-02,Mid-American,0,19825,0.0,12,0.0
1899,2018-02-02,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1900,2018-02-02,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1901,2018-02-02,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1902,2018-02-02,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1903,2018-02-03,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1904,2018-02-03,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1905,2018-02-03,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1906,2018-02-03,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1907,2018-02-03,Conference USA,0,19825,0.0,10,0.0
1908,2018-02-03,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1909,2018-02-03,Mid-American,0,19825,0.0,12,0.0
1910,2018-02-03,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1911,2018-02-03,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1912,2018-02-03,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1913,2018-02-03,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1914,2018-02-04,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1915,2018-02-04,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1916,2018-02-04,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1917,2018-02-04,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1918,2018-02-04,Conference USA,0,19825,0.0,10,0.0
1919,2018-02-04,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1920,2018-02-04,Mid-American,0,19825,0.0,12,0.0
1921,2018-02-04,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1922,2018-02-04,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1923,2018-02-04,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1924,2018-02-04,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1925,2018-02-05,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1926,2018-02-05,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1927,2018-02-05,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1928,2018-02-05,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1929,2018-02-05,Conference USA,0,19825,0.0,10,0.0
1930,2018-02-05,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1931,2018-02-05,Mid-American,0,19825,0.0,12,0.0
1932,2018-02-05,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1933,2018-02-05,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1934,2018-02-05,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1935,2018-02-05,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1936,2018-02-06,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1937,2018-02-06,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1938,2018-02-06,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1939,2018-02-06,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1940,2018-02-06,Conference USA,0,19825,0.0,10,0.0
1941,2018-02-06,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1942,2018-02-06,Mid-American,0,19825,0.0,12,0.0
1943,2018-02-06,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1944,2018-02-06,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1945,2018-02-06,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1946,2018-02-06,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1947,2018-02-07,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1948,2018-02-07,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1949,2018-02-07,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1950,2018-02-07,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1951,2018-02-07,Conference USA,0,19825,0.0,10,0.0
1952,2018-02-07,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1953,2018-02-07,Mid-American,0,19825,0.0,12,0.0
1954,2018-02-07,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1955,2018-02-07,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1956,2018-02-07,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1957,2018-02-07,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1958,2018-02-08,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1959,2018-02-08,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1960,2018-02-08,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1961,2018-02-08,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1962,2018-02-08,Conference USA,0,19825,0.0,10,0.0
1963,2018-02-08,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1964,2018-02-08,Mid-American,0,19825,0.0,12,0.0
1965,2018-02-08,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1966,2018-02-08,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1967,2018-02-08,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1968,2018-02-08,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1969,2018-02-09,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1970,2018-02-09,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1971,2018-02-09,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1972,2018-02-09,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1973,2018-02-09,Conference USA,0,19825,0.0,10,0.0
1974,2018-02-09,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1975,2018-02-09,Mid-American,0,19825,0.0,12,0.0
1976,2018-02-09,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1977,2018-02-09,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1978,2018-02-09,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1979,2018-02-09,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1980,2018-02-10,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1981,2018-02-10,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1982,2018-02-10,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1983,2018-02-10,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1984,2018-02-10,Conference USA,0,19825,0.0,10,0.0
1985,2018-02-10,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1986,2018-02-10,Mid-American,0,19825,0.0,12,0.0
1987,2018-02-10,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1988,2018-02-10,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
1989,2018-02-10,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
1990,2018-02-10,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
1991,2018-02-11,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
1992,2018-02-11,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
1993,2018-02-11,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
1994,2018-02-11,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
1995,2018-02-11,Conference USA,0,19825,0.0,10,0.0
1996,2018-02-11,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
1997,2018-02-11,Mid-American,0,19825,0.0,12,0.0
1998,2018-02-11,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
1999,2018-02-11,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
2000,2018-02-11,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
2001,2018-02-11,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
2002,2018-02-12,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
2003,2018-02-12,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
2004,2018-02-12,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
2005,2018-02-12,Big Ten,6342,19825,0.31989911727616643,18,0.017772173182009247
2006,2018-02-12,Conference USA,0,19825,0.0,10,0.0
2007,2018-02-12,FBS Independents,857,19825,0.04322824716267339,3,0.014409415720891132
2008,2018-02-12,Mid-American,0,19825,0.0,12,0.0
2009,2018-02-12,Mountain West,267,19825,0.013467843631778059,12,0.0011223203026481715
2010,2018-02-12,Pac-12,84,19825,0.004237074401008827,2,0.0021185372005044136
2011,2018-02-12,SEC,6039,19825,0.3046153846153846,16,0.01903846153846154
2012,2018-02-12,Sun Belt,14,19825,0.0007061790668348045,14,5.044136191677175e-05
2013,2018-02-13,ACC,2755,19825,0.13896595208070617,17,0.008174467769453304
2014,2018-02-13,American Athletic,451,19825,0.02274905422446406,14,0.0016249324446045758
2015,2018-02-13,Big 12,3016,19825,0.1521311475409836,16,0.009508196721311476
